	filename	positive_pair	negative_pair	scene_label
125	vocal_imitations/00126_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/353_051-crotale-acoustic_instruments.wav	006A
126	vocal_imitations/00127_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/051_050Human sounds_Human locomotion_Walk_footsteps.wav	006A
127	vocal_imitations/00128_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/093_092Music_Musical instrument_Harp.wav	006A
128	vocal_imitations/00129_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/383_081-gong_ringing-everyday.wav	006A
129	vocal_imitations/00130_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/222_221Sounds of things_Liquid_Pour_Trickle_dribble.wav	006A
130	vocal_imitations/00131_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/105_104Music_Musical instrument_Percussion_Drum kit_Drum machine.wav	006A
131	vocal_imitations/00132_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/505_203-telephone_ringing-everyday.wav	006A
132	vocal_imitations/00133_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/007_006Animal_Domestic animals_pets_Dog_Howl.wav	sound_recordings/366_064-drill_drilling-everyday.wav	006A
133	vocal_imitations/00134_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/342_040-clarinet-acoustic_instruments.wav	007A
134	vocal_imitations/00135_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/370_068-elephant_trumpeting-everyday.wav	007A
135	vocal_imitations/00136_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/059_058Human sounds_Human voice_Screaming.wav	007A
136	vocal_imitations/00137_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	007A
137	vocal_imitations/00138_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/374_072-filter_bubble-commercial_synthesizers.wav	007A
138	vocal_imitations/00139_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/386_084-guitar_playing-everyday.wav	007A
139	vocal_imitations/00140_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/334_032-castanet-acoustic_instruments.wav	007A
140	vocal_imitations/00141_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/388_086-hammer_hitting-everyday.wav	007A
141	vocal_imitations/00142_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/221_220Sounds of things_Liquid_Pour_Gush.wav	007A
142	vocal_imitations/00143_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/093_092Music_Musical instrument_Harp.wav	007A
143	vocal_imitations/00144_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/317_015-bassoon-acoustic_instruments.wav	007A
144	vocal_imitations/00145_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/160_159Sounds of things_Alarm_Siren_Police car (siren).wav	007A
145	vocal_imitations/00146_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/272_271Sounds of things_Vehicle_Non_motorized land vehicle_Bicycle_Bicycle bell.wav	007A
146	vocal_imitations/00147_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/100_099Music_Musical instrument_Musical ensemble.wav	007A
147	vocal_imitations/00148_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/214_213Sounds of things_Explosion_Gunshot_gunfire_Fusillade.wav	007A
148	vocal_imitations/00149_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/008_007Animal_Livestock_farm animals_working animals_Cattle_bovinae_Cowbell.wav	sound_recordings/065_064Human sounds_Human voice_Whispering.wav	007A
149	vocal_imitations/00150_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/241_240Sounds of things_Miscellaneous sources_Sonar.wav	008A
150	vocal_imitations/00151_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/527_225-water_draining-everyday.wav	008A
151	vocal_imitations/00152_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/078_077Music_Musical instrument_Bell_Church bell.wav	008A
152	vocal_imitations/00153_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/250_249Sounds of things_Vehicle_Aircraft_Fixed_wing aircraft_airplane.wav	008A
153	vocal_imitations/00154_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/048_047Human sounds_Human group actions_Children shouting.wav	008A
154	vocal_imitations/00155_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/443_141-reversed_envelope-commercial_synthesizers.wav	008A
155	vocal_imitations/00156_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/244_243Sounds of things_Tools_Hammer.wav	008A
156	vocal_imitations/00157_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/402_100-machine_gun_firing-everyday.wav	008A
157	vocal_imitations/00158_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/012_011Animal_Livestock_farm animals_working animals_Fowl_Duck_Quack.wav	008A
158	vocal_imitations/00159_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/021_020Animal_Wild animals_Bird_Bird vocalization_bird call_bird song_Chirp_tweet.wav	008A
159	vocal_imitations/00160_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/093_092Music_Musical instrument_Harp.wav	008A
160	vocal_imitations/00161_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/074_073Music_Musical instrument_Accordion.wav	008A
161	vocal_imitations/00162_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/230_229Sounds of things_Mechanisms_Cash register.wav	008A
162	vocal_imitations/00163_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/286_285Source_ambiguous sounds_Generic impact sounds_Bang.wav	008A
163	vocal_imitations/00164_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/404_102-marble_in_a_glass_bowl-commercial_synthesizers.wav	008A
164	vocal_imitations/00165_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/332_030-cards_shuffling-everyday.wav	008A
165	vocal_imitations/00166_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/154_153Sounds of things_Alarm_Doorbell_Ding_dong.wav	008A
166	vocal_imitations/00167_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/196_195Sounds of things_Domestic sounds_home sounds_Velcro_hook and loop fastener.wav	008A
167	vocal_imitations/00168_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	sound_recordings/541_239-xylophone-acoustic_instruments.wav	008A
168	vocal_imitations/00169_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/199_198Sounds of things_Domestic sounds_home sounds_Zipper (clothing).wav	009A
169	vocal_imitations/00170_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/234_233Sounds of things_Mechanisms_Mechanical fan.wav	009A
170	vocal_imitations/00171_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/230_229Sounds of things_Mechanisms_Cash register.wav	009A
171	vocal_imitations/00172_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/019_018Animal_Livestock_farm animals_working animals_Pig_Oink.wav	009A
172	vocal_imitations/00173_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	009A
173	vocal_imitations/00174_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/425_123-person_burping-everyday.wav	009A
174	vocal_imitations/00175_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/090_089Music_Musical instrument_Choir.wav	009A
175	vocal_imitations/00176_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	009A
176	vocal_imitations/00177_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/188_187Sounds of things_Domestic sounds_home sounds_Scissors.wav	009A
177	vocal_imitations/00178_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/016_015Animal_Livestock_farm animals_working animals_Horse_Clip_clop.wav	009A
178	vocal_imitations/00179_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/069_068Human sounds_Respiratory sounds_Breathing_Snoring.wav	009A
179	vocal_imitations/00180_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/520_218-vibraphone_sustained-acoustic_instruments.wav	009A
180	vocal_imitations/00181_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/291_290Source_ambiguous sounds_Generic impact sounds_Slap_smack.wav	009A
181	vocal_imitations/00182_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/432_130-photon_blast-commercial_synthesizers.wav	009A
182	vocal_imitations/00183_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/215_214Sounds of things_Explosion_Gunshot_gunfire_Machine gun.wav	009A
183	vocal_imitations/00184_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/397_095-jackhammer_hammering-everyday.wav	009A
184	vocal_imitations/00185_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/078_077Music_Musical instrument_Bell_Church bell.wav	009A
185	vocal_imitations/00186_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/138_137Music_Musical instrument_Wind instrument_woodwind instrument_Saxophone_Soprano saxophone.wav	009A
186	vocal_imitations/00187_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/024_023Animal_Wild animals_Bird_Pigeon_dove_Coo.wav	009A
187	vocal_imitations/00188_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/010_009Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Cluck.wav	sound_recordings/482_180-subsynth_2238-single_synthesizer.wav	009A
188	vocal_imitations/00189_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/011_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/055_054Human sounds_Human voice_Humming.wav	010A
189	vocal_imitations/00190_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/011_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/215_214Sounds of things_Explosion_Gunshot_gunfire_Machine gun.wav	010A
190	vocal_imitations/00191_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/011_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/274_273Sounds of things_Vehicle_Rail transport_Railroad car_train wagon.wav	010A
191	vocal_imitations/00192_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/011_010Animal_Livestock_farm animals_working animals_Fowl_Chicken_rooster_Crowing_cock_a_doodle_doo.wav	sound_recordings/525_223-violin_plucked-acoustic_instruments.wav	010A
